ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
202012;10030726;10;03;07;26;2;7;0;3113;666;0;0;152
202012;10030727;10;03;07;27;2;1031;183;8053;932;0;0;61
202012;10040828;10;04;08;28;2;0;0;7533;268;0;0;6
202012;10040829;10;04;08;29;2;0;0;3415;453;0;0;0
202012;10040830;10;04;08;30;2;4881;883;1834;76;0;0;59
202012;10040931;10;04;09;31;2;5733;504;3122;458;0;0;104
202012;10040932;10;04;09;32;2;92;0;3415;920;0;0;30
202012;10040933;10;04;09;33;2;2697;174;11628;760;0;0;120
202012;11010101;11;01;01;01;2;131;512;6;0;0;0;0
202012;11010102;11;01;01;02;2;1953;142;487;59;0;0;12
202012;11010103;11;01;01;03;2;1903;268;0;0;0;0;18
202012;11010204;11;01;02;04;2;0;0;8986;0;0;0;0
202012;11010205;11;01;02;05;2;0;0;5729;1323;0;0;0
202012;11010206;11;01;02;06;2;0;0;4600;1495;0;0;0
202012;11010207;11;01;02;07;2;0;0;5885;1724;0;0;0
202012;11010308;11;01;03;08;2;0;0;11690;0;0;0;0
202012;11010309;11;01;03;09;2;150;0;8015;1418;0;0;0
202012;11010310;11;01;03;10;2;0;0;4921;904;0;0;0
202012;11020411;11;02;04;11;2;1594;360;6826;1209;0;0;9
202012;11020412;11;02;04;12;2;277;171;3698;2710;0;0;0
202012;11020513;11;02;05;13;2;0;0;3470;428;0;0;0
202012;11020514;11;02;05;14;2;0;0;7510;2387;0;0;0
202012;11020515;11;02;05;15;2;0;24;11389;3874;0;0;9
202012;11020516;11;02;05;16;2;249;34;3625;204;0;0;13
202012;11030617;11;03;06;17;2;1595;4463;0;0;0;0;0
202012;11030618;11;03;06;18;2;3863;2189;7282;3093;0;0;0
202012;11030619;11;03;06;19;2;6470;4796;0;0;0;0;0
202012;11030720;11;03;07;20;2;2025;1914;2386;34;0;0;0
202012;11030721;11;03;07;21;2;2267;2228;13611;6938;0;0;0
202012;11030824;11;03;08;24;2;6293;2916;53;694;0;0;0
202012;11040925;11;04;09;25;2;0;0;3208;1010;0;0;0
202012;11040926;11;04;09;26;2;335;733;21098;7683;0;0;0
202012;11041022;11;04;10;22;2;2631;2151;168;847;0;0;27
202012;11041023;11;04;10;23;2;3121;3544;73;18;0;0;0
202012;11041027;11;04;10;27;2;0;0;1395;1800;0;0;0
202012;11041128;11;04;11;28;2;0;0;20835;6064;0;0;103
202012;11051229;11;05;12;29;2;0;6;2598;1627;10;3;0
202012;11051330;11;05;13;30;2;0;0;2127;32;7275;912;0
202012;11051331;11;05;13;31;2;0;0;6442;779;2804;615;0
202012;11051332;11;05;13;32;2;0;0;3575;3;2404;1267;3
202012;12103115;12;10;31;15;2;4117;3585;0;0;0;0;0
202012;12103116;12;10;31;16;2;3118;6868;0;0;0;0;0
202012;12103117;12;10;31;17;2;4640;6345;0;0;0;0;0
202012;12103218;12;10;32;18;2;7764;6275;18;0;0;0;0
202012;12103219;12;10;32;19;2;1288;7569;0;12;0;0;0
202012;12103220;12;10;32;20;2;2026;610;1272;753;0;0;0
202012;12214125;12;21;41;25;2;195;1479;4043;2063;0;0;3
202012;12214126;12;21;41;26;2;0;0;6447;1644;0;0;0
202012;12214421;12;21;44;21;2;1480;1273;0;0;0;0;0
202012;12214422;12;21;44;22;2;4747;3523;0;0;0;0;0
202012;12214423;12;21;44;23;2;3269;1147;1251;0;0;0;0
202012;12214424;12;21;44;24;2;5920;5102;0;0;0;0;0
202012;12214527;12;21;45;27;2;0;0;2249;1189;6608;913;0
202012;12214528;12;21;45;28;2;9;3;80;0;143;31;0
202012;12224229;12;22;42;29;2;0;0;5893;115;0;0;3
202012;12224230;12;22;42;30;2;696;45;15347;1904;0;0;107
